Name,Age,Position,Finishing,Passing,Pacing,Defending,Keeping,Attacking,Defensive,Level,Overall
Anthony Pinto,30,Meio-campista,142.0,176.0,124.8,140.0,0.0,442.8,264.8,1,707.6
Marcelo Cardoso,21,Meio-campista,252.8,266.0,236.8,232.0,0.0,755.5999999999999,468.8,2,1224.3999999999999
Dr. Lucas Azevedo,20,Meio-campista,143.2,196.0,134.4,134.0,0.0,473.6,268.4,1,742.0
Dr. Pedro Henrique da Mata,23,Atacante,384.0,337.0,358.5,316.0,0.0,1079.5,674.5,3,1754.0
Vinicius da Mata,32,Atacante,488.0,440.0,455.5,423.0,0.0,1383.5,878.5,4,2262.0
Davi Luiz Fernandes,33,Goleiro,0.0,141.0,116.5,125.0,247.0,257.5,488.5,1,746.0
Caio Caldeira,30,Zagueiro,212.3,235.25,226.25,344.0,0.0,673.8,570.25,2,1244.05
Erick Sales,23,Zagueiro,109.6,134.5,131.5,256.8,0.0,375.6,388.3,1,763.9000000000001
Yago da Mota,31,Lateral,336.0,364.5,337.2,367.5,0.0,1037.7,704.7,3,1742.4
Enzo Gabriel Caldeira,22,Lateral,135.2,145.0,160.0,161.5,0.0,440.2,321.5,1,761.7
Henrique Farias,32,Meio-campista,156.4,162.0,132.8,136.0,0.0,451.2,268.8,1,720.0
Eduardo da Cunha,23,Meio-campista,256.4,282.0,234.4,235.0,0.0,772.8,469.4,2,1242.1999999999998
Pedro Lima,23,Meio-campista,155.2,168.0,127.2,142.0,0.0,450.4,269.2,1,719.5999999999999
Vitor Hugo Almeida,33,Meio-campista,140.8,160.0,137.6,139.0,0.0,438.4,276.6,1,715.0
Lorenzo Souza,27,Atacante,460.0,440.0,461.5,420.5,0.0,1361.5,882.0,4,2243.5
Eduardo Ramos,33,Atacante,590.0,545.0,552.5,516.0,0.0,1687.5,1068.5,5,2756.0
Thales Ribeiro,34,Goleiro,0.0,144.0,116.0,118.0,205.0,260.0,439.0,1,699.0
João Miguel Cavalcanti,25,Zagueiro,109.3,127.75,131.5,231.20000000000002,0.0,368.55,362.70000000000005,1,731.25
Davi Lucas Monteiro,27,Zagueiro,211.1,233.75,233.0,299.2,0.0,677.85,532.2,2,1210.0500000000002
Pietro Fogaça,35,Lateral,124.0,163.0,149.2,155.5,0.0,436.2,304.7,1,740.9
Davi Luiz Aragão,24,Lateral,224.0,270.5,252.8,260.0,0.0,747.3,512.8,2,1260.1
Henrique Mendes,22,Meio-campista,144.4,184.0,125.6,132.0,0.0,454.0,257.6,1,711.6
Emanuel Monteiro,28,Meio-campista,158.8,192.0,134.4,144.0,0.0,485.20000000000005,278.4,1,763.6
Thomas da Paz,26,Meio-campista,345.6,384.0,335.2,348.0,0.0,1064.8,683.2,3,1748.0
Davi Luiz Moreira,31,Meio-campista,460.0,478.0,425.6,431.0,0.0,1363.6,856.6,4,2220.2
Dr. Levi Cardoso,26,Atacante,292.0,239.0,261.5,222.5,0.0,792.5,484.0,2,1276.5
Kaique Almeida,22,Atacante,176.0,135.0,155.5,119.5,0.0,466.5,275.0,1,741.5
Ryan Freitas,26,Goleiro,0.0,234.0,218.5,222.0,323.0,452.5,763.5,2,1216.0
Vinicius Peixoto,32,Zagueiro,109.6,125.5,132.25,256.8,0.0,367.35,389.05,1,756.4000000000001
Davi Lucca Vieira,33,Zagueiro,210.2,237.5,222.5,334.4,0.0,670.2,556.9,2,1227.1
Sr. Bernardo Moraes,29,Lateral,133.6,170.5,157.6,151.0,0.0,461.70000000000005,308.6,1,770.3000000000001
Juan Barbosa,30,Lateral,426.4,466.0,460.0,467.5,0.0,1352.4,927.5,4,2279.9
Pedro Miguel Porto,22,Meio-campista,139.6,160.0,128.8,131.0,0.0,428.40000000000003,259.8,1,688.2
Henrique Rocha,24,Meio-campista,146.8,186.0,132.8,133.0,0.0,465.6,265.8,1,731.4000000000001
Nicolas da Luz,34,Meio-campista,349.2,362.0,324.0,336.0,0.0,1035.2,660.0,3,1695.2
Fernando das Neves,25,Meio-campista,240.8,290.0,236.8,244.0,0.0,767.5999999999999,480.8,2,1248.3999999999999
André Moraes,27,Atacante,362.0,341.0,370.5,323.5,0.0,1073.5,694.0,3,1767.5
Thomas Porto,33,Atacante,160.0,136.0,154.0,117.0,0.0,450.0,271.0,1,721.0
Bryan Novaes,21,Goleiro,0.0,340.0,315.5,323.0,432.0,655.5,1070.5,3,1726.0
Sr. Diego Fernandes,28,Zagueiro,315.0,329.25,334.5,415.2,0.0,978.75,749.7,3,1728.45
Dr. Pedro Lucas Lima,27,Zagueiro,212.0,236.75,228.5,360.0,0.0,677.25,588.5,2,1265.75
Sr. Joaquim Rezende,27,Lateral,338.4,345.0,360.0,370.5,0.0,1043.4,730.5,3,1773.9
João Felipe Nunes,27,Lateral,238.4,245.0,246.8,257.0,0.0,730.2,503.8,2,1234.0
Arthur Pires,26,Meio-campista,245.6,282.0,226.4,235.0,0.0,754.0,461.4,2,1215.4
Lucca Cardoso,22,Meio-campista,543.2,572.0,530.4,545.0,0.0,1645.6,1075.4,5,2721.0
Matheus Cunha,33,Meio-campista,154.0,198.0,127.2,140.0,0.0,479.2,267.2,1,746.4
Murilo Rodrigues,28,Meio-campista,144.4,192.0,132.0,144.0,0.0,468.4,276.0,1,744.4
Erick Fernandes,24,Atacante,398.0,336.0,367.5,322.5,0.0,1101.5,690.0,3,1791.5
Breno Azevedo,34,Atacante,286.0,237.0,258.5,221.5,0.0,781.5,480.0,2,1261.5
Sr. Samuel da Luz,23,Goleiro,0.0,237.0,219.5,218.5,296.0,456.5,734.0,2,1190.5
Dr. Murilo Nogueira,34,Zagueiro,511.7,524.75,532.25,628.0,0.0,1568.7,1160.25,5,2728.95
Enzo Cardoso,27,Zagueiro,209.0,229.25,233.75,302.4,0.0,672.0,536.15,2,1208.15
Fernando Caldeira,32,Lateral,228.0,254.0,244.4,273.5,0.0,726.4,517.9,2,1244.3
Marcelo da Rosa,25,Lateral,235.2,257.0,245.6,264.5,0.0,737.8,510.1,2,1247.9
Henrique Pires,27,Meio-campista,558.8,598.0,532.0,548.0,0.0,1688.8,1080.0,5,2768.8
Alexandre Gomes,33,Meio-campista,440.8,460.0,436.8,445.0,0.0,1337.6,881.8,4,2219.3999999999996
Pedro Henrique Nogueira,27,Meio-campista,348.0,368.0,336.8,331.0,0.0,1052.8,667.8,3,1720.6
Augusto Moraes,23,Meio-campista,154.0,188.0,124.8,134.0,0.0,466.8,258.8,1,725.6
Dr. Paulo Melo,35,Atacante,290.0,242.0,260.0,221.5,0.0,792.0,481.5,2,1273.5
Noah Aragão,20,Atacante,168.0,144.0,149.5,123.5,0.0,461.5,273.0,1,734.5
Antônio Lima,31,Goleiro,0.0,240.0,225.0,220.5,293.0,465.0,738.5,2,1203.5
João Vitor Silveira,33,Zagueiro,211.7,233.75,235.25,350.4,0.0,680.7,585.65,2,1266.35
Nathan da Paz,25,Zagueiro,113.5,130.0,124.75,250.4,0.0,368.25,375.15,1,743.4
Fernando da Paz,28,Lateral,133.6,175.0,138.4,172.0,0.0,447.0,310.4,1,757.4
Rafael Barbosa,32,Lateral,328.0,360.0,339.6,357.0,0.0,1027.6,696.6,3,1724.1999999999998
Pedro Caldeira,22,Meio-campista,242.0,288.0,224.0,240.0,0.0,754.0,464.0,2,1218.0
Joaquim Pereira,34,Meio-campista,242.0,260.0,228.8,233.0,0.0,730.8,461.8,2,1192.6
João Guilherme Teixeira,22,Meio-campista,160.0,188.0,139.2,142.0,0.0,487.2,281.2,1,768.4
João Miguel Azevedo,23,Meio-campista,348.0,376.0,338.4,338.0,0.0,1062.4,676.4,3,1738.8000000000002
Francisco Rodrigues,32,Atacante,298.0,237.0,267.5,222.0,0.0,802.5,489.5,2,1292.0
Calebe Rezende,20,Atacante,190.0,144.0,170.5,118.0,0.0,504.5,288.5,1,793.0
Sr. Samuel Ramos,24,Goleiro,0.0,145.0,120.5,122.0,202.0,265.5,444.5,1,710.0
Enzo Barros,32,Zagueiro,510.8,535.25,528.5,612.0,0.0,1574.55,1140.5,5,2715.05
Pedro Rocha,22,Zagueiro,109.0,130.0,131.5,218.4,0.0,370.5,349.9,1,720.4
Dr. André Rezende,27,Lateral,436.8,475.0,442.0,472.0,0.0,1353.8,914.0,4,2267.8
Davi Lucca da Cruz,21,Lateral,339.2,373.5,340.8,357.0,0.0,1053.5,697.8,3,1751.3
Nicolas Rocha,23,Meio-campista,460.0,488.0,424.8,448.0,0.0,1372.8,872.8,4,2245.6
João Felipe da Rocha,22,Meio-campista,137.2,182.0,138.4,150.0,0.0,457.6,288.4,1,746.0
Matheus Ferreira,30,Meio-campista,246.8,268.0,240.0,233.0,0.0,754.8,473.0,2,1227.8
Samuel Nascimento,30,Meio-campista,160.0,196.0,125.6,136.0,0.0,481.6,261.6,1,743.2
Levi Cavalcanti,30,Atacante,266.0,233.0,254.0,218.0,0.0,753.0,472.0,2,1225.0
Fernando Correia,27,Atacante,292.0,248.0,248.0,219.5,0.0,788.0,467.5,2,1255.5
André Gonçalves,22,Goleiro,0.0,245.0,216.5,217.5,347.0,461.5,781.0,2,1242.5
Vinicius Caldeira,23,Zagueiro,209.6,232.25,235.25,302.4,0.0,677.1,537.65,2,1214.75
João Guilherme Moreira,35,Zagueiro,111.4,124.75,136.75,244.0,0.0,372.9,380.75,1,753.65
Nicolas Cardoso,33,Lateral,134.4,155.5,157.6,145.0,0.0,447.5,302.6,1,750.1
Lucas Gabriel da Paz,33,Lateral,239.2,272.0,246.8,255.5,0.0,758.0,502.3,2,1260.3
Cauê Fernandes,23,Meio-campista,251.6,296.0,232.8,244.0,0.0,780.4000000000001,476.8,2,1257.2
Breno Fogaça,34,Meio-campista,148.0,196.0,124.8,135.0,0.0,468.8,259.8,1,728.6
Levi Nascimento,29,Meio-campista,158.8,168.0,132.8,132.0,0.0,459.6,264.8,1,724.4000000000001
Otávio da Mota,21,Meio-campista,144.4,186.0,139.2,150.0,0.0,469.59999999999997,289.2,1,758.8
João Vitor da Mata,30,Atacante,300.0,238.0,255.5,224.5,0.0,793.5,480.0,2,1273.5
Alexandre Dias,30,Atacante,298.0,231.0,258.5,225.0,0.0,787.5,483.5,2,1271.0
Theo Porto,35,Goleiro,0.0,333.0,318.5,320.5,450.0,651.5,1089.0,3,1740.5
Kaique Costela,21,Zagueiro,109.6,124.0,124.75,234.4,0.0,358.35,359.15,1,717.5
Emanuel Nascimento,20,Zagueiro,210.5,233.0,233.75,299.2,0.0,677.25,532.95,2,1210.2
Carlos Eduardo da Rocha,23,Lateral,324.0,358.5,339.6,358.5,0.0,1022.1,698.1,3,1720.2
Pedro da Costa,20,Lateral,131.2,161.5,157.6,175.0,0.0,450.29999999999995,332.6,1,782.9
Carlos Eduardo Aragão,35,Meio-campista,151.6,166.0,124.8,148.0,0.0,442.40000000000003,272.8,1,715.2
Vitor Hugo da Rosa,31,Meio-campista,157.6,196.0,136.0,142.0,0.0,489.6,278.0,1,767.6
Thomas Mendes,29,Meio-campista,250.4,268.0,232.8,245.0,0.0,751.2,477.8,2,1229.0
Daniel Barros,27,Meio-campista,450.4,460.0,434.4,438.0,0.0,1344.8,872.4,4,2217.2
Noah Fogaça,28,Atacante,160.0,144.0,167.5,123.5,0.0,471.5,291.0,1,762.5
Carlos Eduardo da Cruz,25,Atacante,194.0,139.0,158.5,123.5,0.0,491.5,282.0,1,773.5
Emanuel Porto,28,Goleiro,0.0,449.0,418.5,420.0,508.0,867.5,1346.5,4,2214.0
Vitor Hugo Silveira,28,Zagueiro,310.8,327.75,324.0,437.6,0.0,962.55,761.6,3,1724.15
Henrique Ramos,34,Zagueiro,311.7,327.75,330.0,408.8,0.0,969.45,738.8,3,1708.25
Gustavo Alves,25,Lateral,136.0,169.0,139.6,175.0,0.0,444.6,314.6,1,759.2
Sr. Vitor Gabriel Silva,28,Lateral,328.8,346.5,346.8,354.0,0.0,1022.0999999999999,700.8,3,1722.8999999999999
Sr. Yuri da Cruz,35,Meio-campista,143.2,162.0,125.6,139.0,0.0,430.79999999999995,264.6,1,695.4
Murilo Santos,24,Meio-campista,142.0,166.0,125.6,150.0,0.0,433.6,275.6,1,709.2
Fernando Sales,30,Meio-campista,239.6,300.0,227.2,243.0,0.0,766.8,470.2,2,1237.0
Bryan Castro,20,Meio-campista,345.6,386.0,332.8,346.0,0.0,1064.4,678.8,3,1743.2
Pedro Lucas Peixoto,23,Atacante,196.0,134.0,160.0,121.5,0.0,490.0,281.5,1,771.5
Pedro Lucas Carvalho,21,Atacante,380.0,341.0,352.5,320.0,0.0,1073.5,672.5,3,1746.0
Diogo Nascimento,22,Goleiro,0.0,147.0,123.0,120.0,238.0,270.0,481.0,1,751.0
Lorenzo Silveira,32,Zagueiro,115.0,131.5,129.25,250.4,0.0,375.75,379.65,1,755.4
Kevin Mendes,29,Zagueiro,111.1,136.0,130.0,212.0,0.0,377.1,342.0,1,719.1
Kaique Barbosa,20,Lateral,124.0,146.5,149.2,167.5,0.0,419.7,316.7,1,736.4
Otávio Araújo,24,Lateral,231.2,267.5,252.8,245.0,0.0,751.5,497.8,2,1249.3
Benjamin Freitas,28,Meio-campista,544.4,580.0,524.8,549.0,0.0,1649.2,1073.8,5,2723.0
Dr. Anthony da Cunha,31,Meio-campista,160.0,196.0,126.4,141.0,0.0,482.4,267.4,1,749.8
Pedro Miguel Ferreira,27,Meio-campista,356.4,382.0,328.8,332.0,0.0,1067.2,660.8,3,1728.0
Enzo Peixoto,23,Meio-campista,348.0,364.0,340.0,343.0,0.0,1052.0,683.0,3,1735.0
Davi Rezende,25,Atacante,490.0,448.0,464.5,419.0,0.0,1402.5,883.5,4,2286.0
Gabriel Moraes,21,Atacante,172.0,136.0,172.0,115.0,0.0,480.0,287.0,1,767.0
Pietro da Costa,32,Goleiro,0.0,143.0,119.5,123.0,244.0,262.5,486.5,1,749.0
Cauã Rezende,33,Zagueiro,311.1,323.25,322.5,421.6,0.0,956.85,744.1,3,1700.95
Cauê Nogueira,34,Zagueiro,413.8,424.75,433.0,534.4,0.0,1271.55,967.4,4,2238.95
Marcos Vinicius Silva,26,Lateral,324.0,360.0,355.2,349.5,0.0,1039.2,704.7,3,1743.9
João Guilherme da Cruz,30,Lateral,326.4,367.5,360.0,372.0,0.0,1053.9,732.0,3,1785.9
Leonardo Castro,22,Meio-campista,439.6,470.0,435.2,435.0,0.0,1344.8,870.2,4,2215.0
João Gabriel Oliveira,28,Meio-campista,348.0,364.0,331.2,338.0,0.0,1043.2,669.2,3,1712.4
Yago Dias,25,Meio-campista,140.8,172.0,134.4,145.0,0.0,447.20000000000005,279.4,1,726.6
Rafael Nunes,26,Meio-campista,238.4,280.0,229.6,237.0,0.0,748.0,466.6,2,1214.6
Levi Cardoso,26,Atacante,298.0,234.0,245.0,224.0,0.0,777.0,469.0,2,1246.0
Dr. Paulo Ferreira,25,Atacante,498.0,445.0,451.0,419.0,0.0,1394.0,870.0,4,2264.0
Sr. Caio Cunha,29,Goleiro,0.0,244.0,217.5,217.5,344.0,461.5,779.0,2,1240.5
Pedro da Costa,24,Zagueiro,110.8,127.0,123.25,218.4,0.0,361.05,341.65,1,702.7
Vicente Freitas,24,Zagueiro,112.3,129.25,137.5,208.8,0.0,379.05,346.3,1,725.35
Levi Santos,34,Lateral,126.4,146.5,152.8,170.5,0.0,425.7,323.3,1,749.0
Miguel Costela,20,Lateral,234.4,264.5,237.2,255.5,0.0,736.0999999999999,492.7,2,1228.8
Paulo Correia,21,Meio-campista,360.0,376.0,336.8,333.0,0.0,1072.8,669.8,3,1742.6
Raul da Conceição,31,Meio-campista,148.0,162.0,126.4,146.0,0.0,436.4,272.4,1,708.8
Henrique Moreira,30,Meio-campista,250.4,260.0,240.0,239.0,0.0,750.4,479.0,2,1229.4
Davi Lucca Silveira,25,Meio-campista,140.8,168.0,140.0,135.0,0.0,448.8,275.0,1,723.8
Ian Moraes,23,Atacante,200.0,135.0,166.0,118.0,0.0,501.0,284.0,1,785.0
Benício Campos,30,Atacante,190.0,142.0,161.5,122.5,0.0,493.5,284.0,1,777.5
Dr. Antônio Cunha,29,Goleiro,0.0,545.0,519.5,520.0,632.0,1064.5,1671.5,5,2736.0
Samuel Aragão,31,Zagueiro,109.6,124.0,133.0,244.0,0.0,366.6,377.0,1,743.6
Fernando Jesus,20,Zagueiro,410.8,435.25,436.75,508.8,0.0,1282.8,945.55,4,2228.35
Thiago Costa,23,Lateral,126.4,154.0,151.6,149.5,0.0,432.0,301.1,1,733.1
Thales da Mata,30,Lateral,136.0,146.5,154.0,158.5,0.0,436.5,312.5,1,749.0
Daniel Porto,29,Meio-campista,438.4,480.0,439.2,432.0,0.0,1357.6,871.2,4,2228.8
Vitor Gabriel Fogaça,26,Meio-campista,151.6,168.0,133.6,148.0,0.0,453.20000000000005,281.6,1,734.8000000000001
Davi Lucas Ribeiro,31,Meio-campista,136.0,164.0,135.2,137.0,0.0,435.2,272.2,1,707.4
Anthony Dias,28,Meio-campista,137.2,190.0,124.8,149.0,0.0,452.0,273.8,1,725.8
Breno Cardoso,32,Atacante,182.0,150.0,145.0,123.0,0.0,477.0,268.0,1,745.0
Dr. Marcos Vinicius Rocha,22,Atacante,162.0,147.0,170.5,116.0,0.0,479.5,286.5,1,766.0
Emanuel Caldeira,27,Goleiro,0.0,448.0,421.0,419.0,493.0,869.0,1333.0,4,2202.0
Vitor Gabriel da Rosa,20,Zagueiro,311.4,322.5,324.0,428.0,0.0,957.9,752.0,3,1709.9
Pedro Ferreira,31,Zagueiro,109.0,132.25,123.25,234.4,0.0,364.5,357.65,1,722.15
Augusto da Cruz,24,Lateral,128.0,149.5,152.8,155.5,0.0,430.3,308.3,1,738.6
Sr. Luiz Otávio Castro,33,Lateral,126.4,163.0,143.2,154.0,0.0,432.59999999999997,297.2,1,729.8
Dr. Yago Moreira,26,Meio-campista,248.0,292.0,225.6,242.0,0.0,765.6,467.6,2,1233.2
Rodrigo Alves,26,Meio-campista,244.4,282.0,228.0,236.0,0.0,754.4,464.0,2,1218.4
Dr. Noah Fernandes,30,Meio-campista,155.2,162.0,126.4,133.0,0.0,443.6,259.4,1,703.0
Bernardo Melo,30,Meio-campista,144.4,178.0,139.2,146.0,0.0,461.59999999999997,285.2,1,746.8
Theo Barbosa,23,Atacante,270.0,240.0,251.0,219.5,0.0,761.0,470.5,2,1231.5
Felipe Ferreira,23,Atacante,198.0,150.0,158.5,123.0,0.0,506.5,281.5,1,788.0
Diego Sales,28,Goleiro,0.0,247.0,217.0,218.0,311.0,464.0,746.0,2,1210.0
Dr. Paulo da Rosa,34,Zagueiro,109.3,122.5,124.75,199.2,0.0,356.55,323.95,1,680.5
Otávio Rodrigues,24,Zagueiro,213.2,231.5,229.25,328.0,0.0,673.95,557.25,2,1231.2
Fernando Peixoto,34,Lateral,234.4,251.0,248.0,255.5,0.0,733.4,503.5,2,1236.9
Pedro Pinto,22,Lateral,138.4,175.0,146.8,149.5,0.0,460.2,296.3,1,756.5
Anthony Farias,22,Meio-campista,550.4,560.0,537.6,548.0,0.0,1648.0,1085.6,5,2733.6
Gustavo Henrique Rodrigues,35,Meio-campista,249.2,296.0,231.2,235.0,0.0,776.4000000000001,466.2,2,1242.6000000000001
Levi da Costa,23,Meio-campista,144.4,164.0,138.4,138.0,0.0,446.79999999999995,276.4,1,723.1999999999999
Bernardo Caldeira,34,Meio-campista,246.8,298.0,239.2,238.0,0.0,784.0,477.2,2,1261.2
Joaquim Vieira,33,Atacante,498.0,430.0,472.0,422.0,0.0,1400.0,894.0,4,2294.0
Sr. Heitor Moura,22,Atacante,280.0,238.0,272.0,219.0,0.0,790.0,491.0,2,1281.0
Guilherme Vieira,22,Goleiro,0.0,549.0,525.0,520.0,650.0,1074.0,1695.0,5,2769.0
Carlos Eduardo Oliveira,34,Zagueiro,209.3,224.0,228.5,356.8,0.0,661.8,585.3,2,1247.1
Rodrigo Peixoto,24,Zagueiro,111.1,133.75,129.25,224.8,0.0,374.1,354.05,1,728.1500000000001
Kaique da Mota,20,Lateral,231.2,245.0,252.8,264.5,0.0,729.0,517.3,2,1246.3
Ryan Fernandes,21,Lateral,339.2,370.5,356.4,358.5,0.0,1066.1,714.9,3,1781.0
Erick Costela,30,Meio-campista,137.2,200.0,133.6,136.0,0.0,470.79999999999995,269.6,1,740.4
Levi Moreira,26,Meio-campista,154.0,194.0,137.6,132.0,0.0,485.6,269.6,1,755.2
Luiz Felipe Carvalho,33,Meio-campista,237.2,282.0,233.6,243.0,0.0,752.8000000000001,476.6,2,1229.4
Vitor Gabriel Rezende,32,Meio-campista,245.6,276.0,236.8,246.0,0.0,758.4000000000001,482.8,2,1241.2
João Vitor Gonçalves,26,Atacante,182.0,149.0,149.5,119.5,0.0,480.5,269.0,1,749.5
João Felipe Vieira,21,Atacante,366.0,338.0,351.0,319.5,0.0,1055.0,670.5,3,1725.5
Fernando Fernandes,22,Goleiro,0.0,330.0,320.0,325.0,429.0,650.0,1074.0,3,1724.0
Luiz Henrique Melo,23,Zagueiro,214.4,224.0,225.5,353.6,0.0,663.9,579.1,2,1243.0
Cauã Melo,30,Zagueiro,112.9,124.75,122.5,234.4,0.0,360.15,356.9,1,717.05
Dr. Ryan Cavalcanti,31,Lateral,334.4,364.5,351.6,375.0,0.0,1050.5,726.6,3,1777.1
Francisco da Luz,28,Lateral,324.0,364.5,346.8,349.5,0.0,1035.3,696.3,3,1731.6
Breno Cardoso,21,Meio-campista,154.0,164.0,124.0,138.0,0.0,442.0,262.0,1,704.0
Francisco Nunes,31,Meio-campista,557.6,572.0,524.8,537.0,0.0,1654.3999999999999,1061.8,5,2716.2
Kevin Souza,32,Meio-campista,354.0,380.0,332.0,331.0,0.0,1066.0,663.0,3,1729.0
Dr. Davi da Mota,25,Meio-campista,238.4,282.0,239.2,243.0,0.0,759.5999999999999,482.2,2,1241.8
Nicolas Rocha,24,Atacante,190.0,146.0,148.0,121.0,0.0,484.0,269.0,1,753.0
Renan Rocha,31,Atacante,172.0,146.0,154.0,122.0,0.0,472.0,276.0,1,748.0
João Gabriel da Paz,35,Goleiro,0.0,233.0,219.0,215.0,347.0,452.0,781.0,2,1233.0
Emanuel Souza,21,Zagueiro,310.8,329.25,329.25,437.6,0.0,969.3,766.85,3,1736.15
Vitor Novaes,24,Zagueiro,313.2,334.5,331.5,396.0,0.0,979.2,727.5,3,1706.7
Enzo Farias,20,Lateral,435.2,470.5,457.6,458.5,0.0,1363.3000000000002,916.1,4,2279.4
Arthur Souza,30,Lateral,328.0,345.0,336.0,357.0,0.0,1009.0,693.0,3,1702.0
João Felipe Ribeiro,32,Meio-campista,257.6,272.0,235.2,232.0,0.0,764.8,467.2,2,1232.0
Sr. Lucas Farias,35,Meio-campista,350.4,368.0,331.2,334.0,0.0,1049.6,665.2,3,1714.8
Sr. Heitor Farias,31,Meio-campista,337.2,370.0,326.4,337.0,0.0,1033.6,663.4,3,1697.0
Augusto Aragão,28,Meio-campista,244.4,272.0,231.2,248.0,0.0,747.5999999999999,479.2,2,1226.8
Benjamin da Rocha,35,Atacante,374.0,330.0,357.0,318.5,0.0,1061.0,675.5,3,1736.5
Enzo Gabriel Souza,33,Atacante,190.0,130.0,161.5,117.0,0.0,481.5,278.5,1,760.0
Sr. Danilo Araújo,20,Goleiro,0.0,144.0,115.0,119.5,190.0,259.0,424.5,1,683.5
Luiz Miguel Fernandes,31,Zagueiro,113.8,133.0,136.0,208.8,0.0,382.8,344.8,1,727.6
Vitor Ferreira,34,Zagueiro,210.5,230.0,224.75,308.8,0.0,665.25,533.55,2,1198.8
Pietro Porto,33,Lateral,236.8,263.0,246.8,258.5,0.0,746.6,505.3,2,1251.9
Vinicius Sales,31,Lateral,337.6,357.0,356.4,345.0,0.0,1051.0,701.4,3,1752.4
Enzo Sales,26,Meio-campista,346.8,380.0,336.0,344.0,0.0,1062.8,680.0,3,1742.8
Rafael Costa,29,Meio-campista,154.0,192.0,140.0,146.0,0.0,486.0,286.0,1,772.0
Luiz Fernando Ribeiro,27,Meio-campista,446.8,468.0,428.8,445.0,0.0,1343.6,873.8,4,2217.3999999999996
João Miguel Peixoto,35,Meio-campista,538.4,560.0,529.6,547.0,0.0,1628.0,1076.6,5,2704.6
Cauê Nogueira,24,Atacante,478.0,435.0,464.5,422.5,0.0,1377.5,887.0,4,2264.5
Sr. Renan Rezende,24,Atacante,396.0,341.0,375.0,320.0,0.0,1112.0,695.0,3,1807.0
Augusto Lima,20,Goleiro,0.0,148.0,123.0,124.5,250.0,271.0,497.5,1,768.5
Thales Almeida,20,Zagueiro,112.3,135.25,136.0,199.2,0.0,383.55,335.2,1,718.75
Gabriel Aragão,27,Zagueiro,312.0,334.5,332.25,437.6,0.0,978.75,769.85,3,1748.6
Fernando Viana,27,Lateral,432.0,445.0,454.0,461.5,0.0,1331.0,915.5,4,2246.5
João Gabriel Ramos,33,Lateral,129.6,161.5,157.6,154.0,0.0,448.70000000000005,311.6,1,760.3000000000001
Yuri Aragão,32,Meio-campista,345.6,384.0,328.0,339.0,0.0,1057.6,667.0,3,1724.6
Pedro Gonçalves,20,Meio-campista,138.4,192.0,125.6,134.0,0.0,456.0,259.6,1,715.6
Pedro Miguel da Costa,25,Meio-campista,242.0,268.0,232.0,232.0,0.0,742.0,464.0,2,1206.0
Dr. Gustavo Cardoso,23,Meio-campista,358.8,372.0,337.6,345.0,0.0,1068.4,682.6,3,1751.0
Cauê da Cruz,20,Atacante,278.0,243.0,270.5,222.5,0.0,791.5,493.0,2,1284.5
Joaquim das Neves,26,Atacante,162.0,142.0,167.5,123.0,0.0,471.5,290.5,1,762.0
Davi Lucca Porto,28,Goleiro,0.0,232.0,223.0,219.5,302.0,455.0,744.5,2,1199.5
Davi Dias,21,Zagueiro,109.0,136.0,124.0,253.60000000000002,0.0,369.0,377.6,1,746.6
João Gabriel da Rocha,28,Zagueiro,309.6,324.75,337.5,434.4,0.0,971.85,771.9,3,1743.75
Carlos Eduardo Porto,32,Lateral,138.4,175.0,149.2,149.5,0.0,462.59999999999997,298.7,1,761.3
Dr. Ryan Silveira,31,Lateral,125.6,166.0,140.8,169.0,0.0,432.40000000000003,309.8,1,742.2
Francisco Fogaça,26,Meio-campista,350.4,378.0,328.8,347.0,0.0,1057.2,675.8,3,1733.0
Sr. Vitor Gabriel Silva,20,Meio-campista,250.4,260.0,234.4,246.0,0.0,744.8,480.4,2,1225.1999999999998
Luiz Otávio Peixoto,27,Meio-campista,254.0,300.0,230.4,246.0,0.0,784.4,476.4,2,1260.8
Guilherme Monteiro,20,Meio-campista,545.6,580.0,531.2,542.0,0.0,1656.8,1073.2,5,2730.0
Dr. Cauã Correia,21,Atacante,182.0,140.0,160.0,123.0,0.0,482.0,283.0,1,765.0
Luigi da Conceição,25,Atacante,194.0,142.0,152.5,117.0,0.0,488.5,269.5,1,758.0
Augusto Cardoso,33,Goleiro,0.0,344.0,320.0,319.0,420.0,664.0,1059.0,3,1723.0
Yago Monteiro,23,Zagueiro,114.7,126.25,127.75,224.8,0.0,368.7,352.55,1,721.25
Vitor Fogaça,24,Zagueiro,211.7,233.75,233.0,312.0,0.0,678.45,545.0,2,1223.45
Fernando Nunes,28,Lateral,226.4,266.0,254.0,249.5,0.0,746.4,503.5,2,1249.9
Gustavo Lopes,31,Lateral,130.4,149.5,150.4,145.0,0.0,430.29999999999995,295.4,1,725.6999999999999
Calebe da Paz,22,Meio-campista,139.6,166.0,125.6,135.0,0.0,431.20000000000005,260.6,1,691.8000000000001
Sr. Kevin Sales,32,Meio-campista,239.6,298.0,227.2,245.0,0.0,764.8,472.2,2,1237.0
Enrico Rezende,34,Meio-campista,144.4,170.0,131.2,140.0,0.0,445.59999999999997,271.2,1,716.8
